year,Sector_Name,sector,value
2020,Transportation and storage,p5.1.3,42078
2020,Land transport,p5.1.3.1,9830
2020,Water transport,p5.1.3.2,6006
2020,Air transport,p5.1.3.3,2113
2020,Port and airport operation,p5.1.3.4,7082
2020,Highway operation,p5.1.3.5,7190
2020,Support activities for transportation,p5.1.3.6,7048
2020,Postal and courier ,p5.1.3.7,2809
2020,Information and communication,p5.1.4,89203
2020,Publishing and broadcasting activities ,p5.1.4.1,7222
2020,Telecommunications,p5.1.4.2,62387
2020,Computer and information service activities,p5.1.4.3,19594
2020,"Wholesale and retail trade, food & beverage and accommodation",p5.2,265100
2020,Wholesale and retail trade ,p5.2.1,228561
2020,Wholesale trade,p5.2.1.1,102246
2020,Retail trade,p5.2.1.2,103999
2020,Motor vehicles,p5.2.1.3,22315
2020,Food and beverage,p5.2.2,31675
2020,Accommodation,p5.2.3,4864
2020,"Finance and insurance, real estate and business services",p5.3,154867
2020,Finance,p5.3.1,70952
2020,Monetary intermediation,p5.3.1.1,58675
2020,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,12277
2020,Insurance,p5.3.2,25150
2020,Insurance and pension funding,p5.3.2.1,24591
2020,Activities auxiliary to insurance,p5.3.2.2,559
2020,Real estate,p5.3.3,17766
2020,Business services,p5.3.4,40999
2020,"Professional, scientific and technical ",p5.3.4.1,30041
2020,Administrative and support services,p5.3.4.2,10959
2020,Other services,p5.4,63796
2020,Private health services,p5.4.1,9454
2020,Private education services,p5.4.2,10994
2020,Owner-occupied dwellings,p5.4.3,32606
2020,Non-profit institutions serving households,p5.4.4,460
2020,Domestic services of households,p5.4.5,1141
2020,Other services not elsewhere classified,p5.4.6,9141
2020,Government services,p5.5,124699
2020,General public services,p5.5.01,12147
2020,Defence,p5.5.02,8148
2020,Public order and safety,p5.5.03,10204
2020,Economic affairs,p5.5.04,17669
2020,Environmental protection,p5.5.05,421
2020,Housing and community amenities,p5.5.06,3897
2020,Health,p5.5.07,19652
2020,"Recreation, culture and religion",p5.5.08,2256
2020,Education,p5.5.09,47583
2020,Social protection,p5.5.10,2722
2020,Import duties,p6,15346
2021,Agriculture,p1,98843
2021,Crops,p1.1,65857
2021,Rubber,p1.1.1,2230
2021,Oil palm,p1.1.2,34789
2021,Paddy,p1.1.3,2433
2021,Vegetables,p1.1.4,13120
2021,Fruits,p1.1.5,5335
2021,Food crops,p1.1.6,6710
2021,Others ,p1.1.7,1240
2021,Livestock,p1.2,16495
2021,Poultry,p1.2.1,9993
2021,Cattle,p1.2.2 ,1258
2021,Other livestocks,p1.2.3,5244
2021,Forestry and logging,p1.3,5241
2021,Fishing,p1.4,11250
2021,Marine fishing,p1.4.1,7266
2021,Aquaculture,p1.4.2,3984
2021,Mining and quarrying,p2,93717
2021,Crude oil and condensate,p2.1,36410
2021,Natural gas ,p2.2,49166
2021,Other mining & quarrying and supporting services,p2.3,8142
2021,Manufacturing,p3,336724
2021,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,39272
2021,Vegetable and animal oils & fats,p3.1.1,11618
2021,Food processing,p3.1.2,19898
2021,Beverages,p3.1.3,4975
2021,Tobacco products,p3.1.4,2781
2021,"Tekstil, pakaian dan produk kulit",p3.2,5837
2021,Textile and wearing apparel,p3.2.1,5132
2021,Leather and related products,p3.2.2,705
2021,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,16728
2021,Wood products ,p3.3.1,7383
2021,Paper and paper products,p3.3.2,5238
2021,Printing and reproduction of recorded media ,p3.3.3,4107
2021,"Produk petroleum, kimia, getah dan plastik",p3.4,101787
2021,Refined petroleum products,p3.4.1,39784
2021,Chemicals & chemical products and pharmaceutical products ,p3.4.2,35502
2021,Rubber products,p3.4.3,14722
2021,Plastics products,p3.4.4,11779
2021,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,34101
2021,Non-metallic mineral products,p3.5.1,10695
2021,Basic metals,p3.5.2,8277
2021,Fabricated metal products,p3.5.3,15129
2021,"Produk elektrik, elektronik dan optikal",p3.6,104745
2021,Machinery and equipment,p3.6.1,11291
2021,Computers and peripheral equipment,p3.6.2,6407
2021,Electrical equipment,p3.6.3,7187
2021,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,74092
2021,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,5768
2021,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,34253
2021,Motor vehicles and transport equipment,p3.7.1,25265
2021,Furniture,p3.7.2,4613
2021,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,4375
2021,Construction,p4,50839
2021,Buildings,p4.1,22958
2021,Residential buildings,p4.1.1,11227
2021,Non-residential buildings,p4.1.2,11731
2021,Civil engineering,p4.2,14590
2021,Specialised construction activities,p4.3,13291
2021,Services,p5,795116
2021,"Utilities, transportation & storage and information & communication",p5.1,176224
2021,Electricity and gas,p5.1.1,30200
2021,"Water, sewerage and waste management",p5.1.2,8821
2021,Transportation and storage,p5.1.3,42603
2021,Land transport,p5.1.3.1,10171
2021,Water transport,p5.1.3.2,6217
2021,Air transport,p5.1.3.3,1311
2021,Port and airport operation,p5.1.3.4,7239
2021,Highway operation,p5.1.3.5,7051
2021,Support activities for transportation,p5.1.3.6,7456
2021,Postal and courier ,p5.1.3.7,3158
2021,Information and communication,p5.1.4,94600
2021,Publishing and broadcasting activities ,p5.1.4.1,7140
2021,Telecommunications,p5.1.4.2,67458
2021,Computer and information service activities,p5.1.4.3,20002
2021,"Wholesale and retail trade, food & beverage and accommodation",p5.2,266308
2021,Wholesale and retail trade ,p5.2.1,233686
2021,Wholesale trade,p5.2.1.1,106071
2021,Retail trade,p5.2.1.2,107382
2021,Motor vehicles,p5.2.1.3,20233
2021,Food and beverage,p5.2.2,28938
2021,Accommodation,p5.2.3,3684
2021,"Finance and insurance, real estate and business services",p5.3,159192
2021,Finance,p5.3.1,77344
2021,Monetary intermediation,p5.3.1.1,64717
2021,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,12627
2021,Insurance,p5.3.2,28428
2021,Insurance and pension funding,p5.3.2.1,27838
2021,Activities auxiliary to insurance,p5.3.2.2,590
2021,Real estate,p5.3.3,15466
2021,Business services,p5.3.4,37954
2021,"Professional, scientific and technical ",p5.3.4.1,28506
2021,Administrative and support services,p5.3.4.2,9448
2021,Other services,p5.4,61910
2021,Private health services,p5.4.1,10246
2021,Private education services,p5.4.2,10592
2021,Owner-occupied dwellings,p5.4.3,33104
2021,Non-profit institutions serving households,p5.4.4,498
2021,Domestic services of households,p5.4.5,993
2021,Other services not elsewhere classified,p5.4.6,6477
2021,Government services,p5.5,131482
2021,General public services,p5.5.01,15400
2021,Defence,p5.5.02,8240
2021,Public order and safety,p5.5.03,10739
2021,Economic affairs,p5.5.04,17696
2021,Environmental protection,p5.5.05,468
2021,Housing and community amenities,p5.5.06,3694
2021,Health,p5.5.07,21521
2021,"Recreation, culture and religion",p5.5.08,2602
2021,Education,p5.5.09,48983
2021,Social protection,p5.5.10,2140
2021,Import duties,p6,15642
2022,Agriculture,p1,100082
2022,Crops,p1.1,66678
2022,Rubber,p1.1.1,1790
2022,Oil palm,p1.1.2,36120
2022,Paddy,p1.1.3,2224
2022,Vegetables,p1.1.4,13148
2022,Fruits,p1.1.5,5369
2022,Food crops,p1.1.6,6725
2022,Others ,p1.1.7,1302
2022,Livestock,p1.2,16579
2022,Poultry,p1.2.1,10117
2022,Cattle,p1.2.2 ,1246
2022,Other livestocks,p1.2.3,5216
2022,Forestry and logging,p1.3,5271
2022,Fishing,p1.4,11555
2022,Marine fishing,p1.4.1,7255
2022,Aquaculture,p1.4.2,4300
2022,Mining and quarrying,p2,97001
2022,Crude oil and condensate,p2.1,36283
2022,Natural gas ,p2.2,51748
2022,Other mining & quarrying and supporting services,p2.3,8969
2022,Manufacturing,p3,364124
2022,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,41917
2022,Vegetable and animal oils & fats,p3.1.1,11381
2022,Food processing,p3.1.2,21474
2022,Beverages,p3.1.3,5624
2022,Tobacco products,p3.1.4,3438
2022,"Tekstil, pakaian dan produk kulit",p3.2,6171
2022,Textile and wearing apparel,p3.2.1,5294
2022,Leather and related products,p3.2.2,877
2022,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,17889
2022,Wood products ,p3.3.1,7893
2022,Paper and paper products,p3.3.2,5632
2022,Printing and reproduction of recorded media ,p3.3.3,4364
2022,"Produk petroleum, kimia, getah dan plastik",p3.4,102892
2022,Refined petroleum products,p3.4.1,41934
2022,Chemicals & chemical products and pharmaceutical products ,p3.4.2,36600
2022,Rubber products,p3.4.3,12255
2022,Plastics products,p3.4.4,12103
2022,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,36689
2022,Non-metallic mineral products,p3.5.1,11671
2022,Basic metals,p3.5.2,8827
2022,Fabricated metal products,p3.5.3,16191
2022,"Produk elektrik, elektronik dan optikal",p3.6,119614
2022,Machinery and equipment,p3.6.1,12007
2022,Computers and peripheral equipment,p3.6.2,6730
2022,Electrical equipment,p3.6.3,7924
2022,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,86501
2022,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,6452
2022,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,38950
2022,Motor vehicles and transport equipment,p3.7.1,29114
2022,Furniture,p3.7.2,5058
2022,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,4778
2022,Construction,p4,53426
2022,Buildings,p4.1,24824
2022,Residential buildings,p4.1.1,11098
2022,Non-residential buildings,p4.1.2,13726
2022,Civil engineering,p4.2,14452
2022,Specialised construction activities,p4.3,14151
2022,Services,p5,882723
2022,"Utilities, transportation & storage and information & communication",p5.1,194789
2022,Electricity and gas,p5.1.1,31306
2022,"Water, sewerage and waste management",p5.1.2,9052
2022,Transportation and storage,p5.1.3,55148
2022,Land transport,p5.1.3.1,14001
2022,Water transport,p5.1.3.2,6975
2022,Air transport,p5.1.3.3,2891
2022,Port and airport operation,p5.1.3.4,9018
2022,Highway operation,p5.1.3.5,9423
2022,Support activities for transportation,p5.1.3.6,9461
2022,Postal and courier ,p5.1.3.7,3379
2022,Information and communication,p5.1.4,99283
2022,Publishing and broadcasting activities ,p5.1.4.1,7868
2022,Telecommunications,p5.1.4.2,70191
2022,Computer and information service activities,p5.1.4.3,21225
2022,"Wholesale and retail trade, food & beverage and accommodation",p5.2,309740
2022,Wholesale and retail trade ,p5.2.1,265813
2022,Wholesale trade,p5.2.1.1,110153
2022,Retail trade,p5.2.1.2,127362
2022,Motor vehicles,p5.2.1.3,28298
2022,Food and beverage,p5.2.2,35369
2022,Accommodation,p5.2.3,8558
2022,"Finance and insurance, real estate and business services",p5.3,172189
2022,Finance,p5.3.1,79351
2022,Monetary intermediation,p5.3.1.1,67322
2022,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,12029
2022,Insurance,p5.3.2,27280
2022,Insurance and pension funding,p5.3.2.1,26625
2022,Activities auxiliary to insurance,p5.3.2.2,655
2022,Real estate,p5.3.3,20083
2022,Business services,p5.3.4,45475
2022,"Professional, scientific and technical ",p5.3.4.1,33475
2022,Administrative and support services,p5.3.4.2,12000
2022,Other services,p5.4,68570
2022,Private health services,p5.4.1,11219
2022,Private education services,p5.4.2,11428
2022,Owner-occupied dwellings,p5.4.3,33650
2022,Non-profit institutions serving households,p5.4.4,569
2022,Domestic services of households,p5.4.5,1000
2022,Other services not elsewhere classified,p5.4.6,10704
2022,Government services,p5.5,137435
2022,General public services,p5.5.01,21473
2022,Defence,p5.5.02,8318
2022,Public order and safety,p5.5.03,10665
2022,Economic affairs,p5.5.04,19074
2022,Environmental protection,p5.5.05,436
2022,Housing and community amenities,p5.5.06,3516
2022,Health,p5.5.07,20211
2022,"Recreation, culture and religion",p5.5.08,2774
2022,Education,p5.5.09,48942
2022,Social protection,p5.5.10,2026
2022,Import duties,p6,16784
2023,Agriculture,p1,100812
2023,Crops,p1.1,67704
2023,Rubber,p1.1.1,1672
2023,Oil palm,p1.1.2,36203
2023,Paddy,p1.1.3,2194
2023,Vegetables,p1.1.4,13842
2023,Fruits,p1.1.5,5600
2023,Food crops,p1.1.6,6852
2023,Others ,p1.1.7,1341
2023,Livestock,p1.2,16701
2023,Poultry,p1.2.1,10163
2023,Cattle,p1.2.2 ,1338
2023,Other livestocks,p1.2.3,5200
2023,Forestry and logging,p1.3,4799
2023,Fishing,p1.4,11608
2023,Marine fishing,p1.4.1,7306
2023,Aquaculture,p1.4.2,4303
2023,Mining and quarrying,p2,97513
2023,Crude oil and condensate,p2.1,36155
2023,Natural gas ,p2.2,52063
2023,Other mining & quarrying and supporting services,p2.3,9295
2023,Manufacturing,p3,366694
2023,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,44150
2023,Vegetable and animal oils & fats,p3.1.1,11861
2023,Food processing,p3.1.2,22664
2023,Beverages,p3.1.3,5706
2023,Tobacco products,p3.1.4,3919
2023,"Tekstil, pakaian dan produk kulit",p3.2,6244
2023,Textile and wearing apparel,p3.2.1,5301
2023,Leather and related products,p3.2.2,943
2023,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,18035
2023,Wood products ,p3.3.1,7567
2023,Paper and paper products,p3.3.2,5848
2023,Printing and reproduction of recorded media ,p3.3.3,4620
2023,"Produk petroleum, kimia, getah dan plastik",p3.4,102067
2023,Refined petroleum products,p3.4.1,40986
2023,Chemicals & chemical products and pharmaceutical products ,p3.4.2,37926
2023,Rubber products,p3.4.3,11381
2023,Plastics products,p3.4.4,11774
2023,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,38585
2023,Non-metallic mineral products,p3.5.1,12168
2023,Basic metals,p3.5.2,9086
2023,Fabricated metal products,p3.5.3,17331
2023,"Produk elektrik, elektronik dan optikal",p3.6,117708
2023,Machinery and equipment,p3.6.1,11770
2023,Computers and peripheral equipment,p3.6.2,7045
2023,Electrical equipment,p3.6.3,8083
2023,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,83918
2023,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,6892
2023,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,39905
2023,Motor vehicles and transport equipment,p3.7.1,30149
2023,Furniture,p3.7.2,4829
2023,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,4927
2023,Construction,p4,56659
2023,Buildings,p4.1,25033
2023,Residential buildings,p4.1.1,11369
2023,Non-residential buildings,p4.1.2,13664
2023,Civil engineering,p4.2,16548
2023,Specialised construction activities,p4.3,15077
2023,Services,p5,927904
2023,"Utilities, transportation & storage and information & communication",p5.1,207021
2023,Electricity and gas,p5.1.1,31994
2023,"Water, sewerage and waste management",p5.1.2,9417
2023,Transportation and storage,p5.1.3,62782
2023,Land transport,p5.1.3.1,16149
2023,Water transport,p5.1.3.2,7810
2023,Air transport,p5.1.3.3,3890
2023,Port and airport operation,p5.1.3.4,9945
2023,Highway operation,p5.1.3.5,10749
2023,Support activities for transportation,p5.1.3.6,10631
2023,Postal and courier ,p5.1.3.7,3608
2023,Information and communication,p5.1.4,102828
2023,Publishing and broadcasting activities ,p5.1.4.1,8363
2023,Telecommunications,p5.1.4.2,72447
2023,Computer and information service activities,p5.1.4.3,22018
2023,"Wholesale and retail trade, food & beverage and accommodation",p5.2,328677
2023,Wholesale and retail trade ,p5.2.1,281372
2023,Wholesale trade,p5.2.1.1,115281
2023,Retail trade,p5.2.1.2,135254
2023,Motor vehicles,p5.2.1.3,30836
2023,Food and beverage,p5.2.2,36251
2023,Accommodation,p5.2.3,11054
2023,"Finance and insurance, real estate and business services",p5.3,175453
2023,Finance,p5.3.1,78693
2023,Monetary intermediation,p5.3.1.1,64855
2023,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,13838
2023,Insurance,p5.3.2,25496
2023,Insurance and pension funding,p5.3.2.1,24786
2023,Activities auxiliary to insurance,p5.3.2.2,710
2023,Real estate,p5.3.3,20935
2023,Business services,p5.3.4,50329
2023,"Professional, scientific and technical ",p5.3.4.1,36573
2023,Administrative and support services,p5.3.4.2,13756
2023,Other services,p5.4,72886
2023,Private health services,p5.4.1,12275
2023,Private education services,p5.4.2,12268
2023,Owner-occupied dwellings,p5.4.3,34731
2023,Non-profit institutions serving households,p5.4.4,604
2023,Domestic services of households,p5.4.5,1096
2023,Other services not elsewhere classified,p5.4.6,11912
2023,Government services,p5.5,143868
2023,General public services,p5.5.01,23088
2023,Defence,p5.5.02,8709
2023,Public order and safety,p5.5.03,11270
2023,Economic affairs,p5.5.04,19446
2023,Environmental protection,p5.5.05,410
2023,Housing and community amenities,p5.5.06,3764
2023,Health,p5.5.07,22345
2023,"Recreation, culture and religion",p5.5.08,2736
2023,Education,p5.5.09,49819
2023,Social protection,p5.5.10,2281
2023,Import duties,p6,18392
2016,Agriculture,p1,-3.652
2016,Crops,p1.1,-6.427
2016,Rubber,p1.1.1,-6.272
2016,Oil palm,p1.1.2,-12.654
2016,Paddy,p1.1.3,1.859
2016,Vegetables,p1.1.4,5.136
2016,Fruits,p1.1.5,3.153
2016,Food crops,p1.1.6,3.655
2016,Others ,p1.1.7,2.422
2016,Livestock,p1.2,3.624
2016,Poultry,p1.2.1,4.321
2016,Cattle,p1.2.2 ,-1.323
2016,Other livestocks,p1.2.3,3.618
2016,Forestry and logging,p1.3,-1.907
2016,Fishing,p1.4,2.069
2016,Marine fishing,p1.4.1,4.658
2016,Aquaculture,p1.4.2,-2.922
2016,Mining and quarrying,p2,2.24
2016,Crude oil and condensate,p2.1,0.634
2016,Natural gas ,p2.2,3.029
2016,Other mining & quarrying and supporting services,p2.3,7.095
2016,Manufacturing,p3,4.391
2016,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,2.874
2016,Vegetable and animal oils & fats,p3.1.1,-3.219
2016,Food processing,p3.1.2,5.995
2016,Beverages,p3.1.3,9.754
2016,Tobacco products,p3.1.4,3.135
2016,"Tekstil, pakaian dan produk kulit",p3.2,6.927
2016,Textile and wearing apparel,p3.2.1,6.704
2016,Leather and related products,p3.2.2,8.453
2016,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,4.286
2016,Wood products ,p3.3.1,3.523
2016,Paper and paper products,p3.3.2,4.39
2016,Printing and reproduction of recorded media ,p3.3.3,5.584
2016,"Produk petroleum, kimia, getah dan plastik",p3.4,4.355
2016,Refined petroleum products,p3.4.1,3.439
2016,Chemicals & chemical products and pharmaceutical products ,p3.4.2,5.834
2016,Rubber products,p3.4.3,3.539
2016,Plastics products,p3.4.4,3.731
2016,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,4.228
2016,Non-metallic mineral products,p3.5.1,4.428
2016,Basic metals,p3.5.2,2.257
2016,Fabricated metal products,p3.5.3,5.115
2016,"Produk elektrik, elektronik dan optikal",p3.6,7.561
2016,Machinery and equipment,p3.6.1,5.534
2016,Computers and peripheral equipment,p3.6.2,4.399
2016,Electrical equipment,p3.6.3,5.78
2016,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,8.444
2016,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,8.007
2016,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,-1.344
2016,Motor vehicles and transport equipment,p3.7.1,-4.101
2016,Furniture,p3.7.2,9.957
2016,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,3.792
2016,Construction,p4,7.45
2016,Buildings,p4.1,3.725
2016,Residential buildings,p4.1.1,8.547
2016,Non-residential buildings,p4.1.2,-1.061
2016,Civil engineering,p4.2,15.729
2016,Specialised construction activities,p4.3,6.063
2016,Services,p5,5.696
2016,"Utilities, transportation & storage and information & communication",p5.1,6.692
2016,Electricity and gas,p5.1.1,5.048
2016,"Water, sewerage and waste management",p5.1.2,6.755
2016,Transportation and storage,p5.1.3,5.721
2016,Land transport,p5.1.3.1,6.734
2016,Water transport,p5.1.3.2,1.447
2016,Air transport,p5.1.3.3,2.965
2016,Port and airport operation,p5.1.3.4,7.1
2016,Highway operation,p5.1.3.5,8.541
2016,Support activities for transportation,p5.1.3.6,6.535
2016,Postal and courier ,p5.1.3.7,6.254
2016,Information and communication,p5.1.4,8.022
2016,Publishing and broadcasting activities ,p5.1.4.1,3.446
2016,Telecommunications,p5.1.4.2,9.442
2016,Computer and information service activities,p5.1.4.3,6.134
2016,"Wholesale and retail trade, food & beverage and accommodation",p5.2,6.491
2016,Wholesale and retail trade ,p5.2.1,6.349
2016,Wholesale trade,p5.2.1.1,8.303
2016,Retail trade,p5.2.1.2,7.063
2016,Motor vehicles,p5.2.1.3,-2.95
2016,Food and beverage,p5.2.2,7.841
2016,Accommodation,p5.2.3,4.945
2016,"Finance and insurance, real estate and business services",p5.3,4.324
2016,Finance,p5.3.1,1.45
2016,Monetary intermediation,p5.3.1.1,1.471
2016,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,1.322
2016,Insurance,p5.3.2,6.548
2016,Insurance and pension funding,p5.3.2.1,6.679
2016,Activities auxiliary to insurance,p5.3.2.2,2.726
2016,Real estate,p5.3.3,4.846
2016,Business services,p5.3.4,7.925
2016,"Professional, scientific and technical ",p5.3.4.1,8.291
2016,Administrative and support services,p5.3.4.2,7.147
2016,Other services,p5.4,4.875
2016,Private health services,p5.4.1,5.543
2016,Private education services,p5.4.2,6.748
2016,Owner-occupied dwellings,p5.4.3,4.644
2016,Non-profit institutions serving households,p5.4.4,2.812
2016,Domestic services of households,p5.4.5,1.373
2016,Other services not elsewhere classified,p5.4.6,3.943
2016,Government services,p5.5,4.848
2016,General public services,p5.5.01,3.368
2016,Defence,p5.5.02,0.229
2016,Public order and safety,p5.5.03,-3.016
2016,Economic affairs,p5.5.04,5.349
2016,Environmental protection,p5.5.05,0
2016,Housing and community amenities,p5.5.06,19.086
2016,Health,p5.5.07,11.545
2016,"Recreation, culture and religion",p5.5.08,0.111
2016,Education,p5.5.09,6.112
2016,Social protection,p5.5.10,1.599
2016,Import duties,p6,8.851
2017,Agriculture,p1,5.887
2017,Crops,p1.1,10.618
2017,Rubber,p1.1.1,9.369
2017,Oil palm,p1.1.2,16.039
2017,Paddy,p1.1.3,-0.935
2017,Vegetables,p1.1.4,3.679
2017,Fruits,p1.1.5,2.986
2017,Food crops,p1.1.6,3.644
2017,Others ,p1.1.7,5.203
2017,Livestock,p1.2,5.116
2017,Poultry,p1.2.1,3.93
2017,Cattle,p1.2.2 ,-1.437
2017,Other livestocks,p1.2.3,9.082
2017,Forestry and logging,p1.3,-15.922
2017,Fishing,p1.4,-0.869
2017,Marine fishing,p1.4.1,-3.425
2017,Aquaculture,p1.4.2,4.392
2017,Mining and quarrying,p2,0.446
2017,Crude oil and condensate,p2.1,-2.166
2017,Natural gas ,p2.2,1.749
2017,Other mining & quarrying and supporting services,p2.3,7.544
2017,Manufacturing,p3,6.048
2017,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,9.917
2017,Vegetable and animal oils & fats,p3.1.1,17.555
2017,Food processing,p3.1.2,6.049
2017,Beverages,p3.1.3,9.173
2017,Tobacco products,p3.1.4,1.998
2017,"Tekstil, pakaian dan produk kulit",p3.2,7.941
2017,Textile and wearing apparel,p3.2.1,8.202
2017,Leather and related products,p3.2.2,6.176
2017,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,4.401
2017,Wood products ,p3.3.1,3.568
2017,Paper and paper products,p3.3.2,5.435
2017,Printing and reproduction of recorded media ,p3.3.3,4.774
2017,"Produk petroleum, kimia, getah dan plastik",p3.4,4.016
2017,Refined petroleum products,p3.4.1,3.457
2017,Chemicals & chemical products and pharmaceutical products ,p3.4.2,4.54
2017,Rubber products,p3.4.3,6.323
2017,Plastics products,p3.4.4,2.802
2017,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,4.893
2017,Non-metallic mineral products,p3.5.1,4.518
2017,Basic metals,p3.5.2,5.203
2017,Fabricated metal products,p3.5.3,5.009
2017,"Produk elektrik, elektronik dan optikal",p3.6,7.492
2017,Machinery and equipment,p3.6.1,5.141
2017,Computers and peripheral equipment,p3.6.2,-6.844
2017,Electrical equipment,p3.6.3,8.214
2017,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,10.051
2017,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,0.932
2017,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,5.332
2017,Motor vehicles and transport equipment,p3.7.1,4.607
2017,Furniture,p3.7.2,5.813
2017,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,8.927
2017,Construction,p4,6.745
2017,Buildings,p4.1,2.454
2017,Residential buildings,p4.1.1,2.653
2017,Non-residential buildings,p4.1.2,2.237
2017,Civil engineering,p4.2,13.838
2017,Specialised construction activities,p4.3,7.732
2017,Services,p5,6.289
2017,"Utilities, transportation & storage and information & communication",p5.1,6.575
2017,Electricity and gas,p5.1.1,2.201
2017,"Water, sewerage and waste management",p5.1.2,6.123
2017,Transportation and storage,p5.1.3,6.183
2017,Land transport,p5.1.3.1,6.94
2017,Water transport,p5.1.3.2,2.188
2017,Air transport,p5.1.3.3,3.201
2017,Port and airport operation,p5.1.3.4,8.106
2017,Highway operation,p5.1.3.5,7.929
2017,Support activities for transportation,p5.1.3.6,7.382
2017,Postal and courier ,p5.1.3.7,7.491
2017,Information and communication,p5.1.4,8.636
2017,Publishing and broadcasting activities ,p5.1.4.1,7.258
2017,Telecommunications,p5.1.4.2,9.334
2017,Computer and information service activities,p5.1.4.3,7.238
2017,"Wholesale and retail trade, food & beverage and accommodation",p5.2,7.288
2017,Wholesale and retail trade ,p5.2.1,7.245
2017,Wholesale trade,p5.2.1.1,6.628
2017,Retail trade,p5.2.1.2,9.481
2017,Motor vehicles,p5.2.1.3,1.345
2017,Food and beverage,p5.2.2,8.072
2017,Accommodation,p5.2.3,5.426
2017,"Finance and insurance, real estate and business services",p5.3,5.878
2017,Finance,p5.3.1,5.067
2017,Monetary intermediation,p5.3.1.1,4.465
2017,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,8.382
2017,Insurance,p5.3.2,3.65
2017,Insurance and pension funding,p5.3.2.1,3.723
2017,Activities auxiliary to insurance,p5.3.2.2,1.327
2017,Real estate,p5.3.3,5.328
2017,Business services,p5.3.4,8.716
2017,"Professional, scientific and technical ",p5.3.4.1,9.38
2017,Administrative and support services,p5.3.4.2,7.301
2017,Other services,p5.4,5.137
2017,Private health services,p5.4.1,5.807
2017,Private education services,p5.4.2,6.544
2017,Owner-occupied dwellings,p5.4.3,4.747
2017,Non-profit institutions serving households,p5.4.4,3.647
2017,Domestic services of households,p5.4.5,1.524
2017,Other services not elsewhere classified,p5.4.6,4.83
2017,Government services,p5.5,4.85
2017,General public services,p5.5.01,-5.046
2017,Defence,p5.5.02,3.225
2017,Public order and safety,p5.5.03,4.005
2017,Economic affairs,p5.5.04,7.962
2017,Environmental protection,p5.5.05,7.629
2017,Housing and community amenities,p5.5.06,25.185
2017,Health,p5.5.07,7.981
2017,"Recreation, culture and religion",p5.5.08,13.97
2017,Education,p5.5.09,6.161
2017,Social protection,p5.5.10,16.871
2017,Import duties,p6,12.975
2018,Agriculture,p1,0.129
2018,Crops,p1.1,-0.378
2018,Rubber,p1.1.1,-17.57
2018,Oil palm,p1.1.2,-1.83
2018,Paddy,p1.1.3,6.157
2018,Vegetables,p1.1.4,4.202
2018,Fruits,p1.1.5,4.508
2018,Food crops,p1.1.6,4.102
2018,Others ,p1.1.7,2.698
2018,Livestock,p1.2,5.475
2018,Poultry,p1.2.1,4.07
