year,Sector_Name,sector,value
2018,Cattle,p1.2.2 ,0.777
2018,Other livestocks,p1.2.3,9.176
2018,Forestry and logging,p1.3,-3.854
2018,Fishing,p1.4,-0.811
2018,Marine fishing,p1.4.1,-0.148
2018,Aquaculture,p1.4.2,-2.056
2018,Mining and quarrying,p2,-2.155
2018,Crude oil and condensate,p2.1,-0.823
2018,Natural gas ,p2.2,-4.214
2018,Other mining & quarrying and supporting services,p2.3,3.127
2018,Manufacturing,p3,4.95
2018,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,3.425
2018,Vegetable and animal oils & fats,p3.1.1,-0.053
2018,Food processing,p3.1.2,6.99
2018,Beverages,p3.1.3,3.176
2018,Tobacco products,p3.1.4,1.711
2018,"Tekstil, pakaian dan produk kulit",p3.2,4.294
2018,Textile and wearing apparel,p3.2.1,4.395
2018,Leather and related products,p3.2.2,3.601
2018,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,4.779
2018,Wood products ,p3.3.1,5.549
2018,Paper and paper products,p3.3.2,4.339
2018,Printing and reproduction of recorded media ,p3.3.3,3.883
2018,"Produk petroleum, kimia, getah dan plastik",p3.4,4.022
2018,Refined petroleum products,p3.4.1,3.298
2018,Chemicals & chemical products and pharmaceutical products ,p3.4.2,4.615
2018,Rubber products,p3.4.3,5.055
2018,Plastics products,p3.4.4,4.084
2018,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,4.945
2018,Non-metallic mineral products,p3.5.1,5.522
2018,Basic metals,p3.5.2,3.954
2018,Fabricated metal products,p3.5.3,5.03
2018,"Produk elektrik, elektronik dan optikal",p3.6,6.279
2018,Machinery and equipment,p3.6.1,5.292
2018,Computers and peripheral equipment,p3.6.2,4.122
2018,Electrical equipment,p3.6.3,0.908
2018,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,7.12
2018,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,7.506
2018,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,6.002
2018,Motor vehicles and transport equipment,p3.7.1,6.236
2018,Furniture,p3.7.2,4.202
2018,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,6.66
2018,Construction,p4,4.206
2018,Buildings,p4.1,-4.197
2018,Residential buildings,p4.1.1,-6.923
2018,Non-residential buildings,p4.1.2,-1.216
2018,Civil engineering,p4.2,15.311
2018,Specialised construction activities,p4.3,8.731
2018,Services,p5,6.861
2018,"Utilities, transportation & storage and information & communication",p5.1,6.92
2018,Electricity and gas,p5.1.1,4.557
2018,"Water, sewerage and waste management",p5.1.2,6.721
2018,Transportation and storage,p5.1.3,6.346
2018,Land transport,p5.1.3.1,7.037
2018,Water transport,p5.1.3.2,2.538
2018,Air transport,p5.1.3.3,1.92
2018,Port and airport operation,p5.1.3.4,8.508
2018,Highway operation,p5.1.3.5,8.018
2018,Support activities for transportation,p5.1.3.6,7.704
2018,Postal and courier ,p5.1.3.7,9.657
2018,Information and communication,p5.1.4,8.202
2018,Publishing and broadcasting activities ,p5.1.4.1,5.574
2018,Telecommunications,p5.1.4.2,8.741
2018,Computer and information service activities,p5.1.4.3,7.775
2018,"Wholesale and retail trade, food & beverage and accommodation",p5.2,8.36
2018,Wholesale and retail trade ,p5.2.1,8.234
2018,Wholesale trade,p5.2.1.1,7.398
2018,Retail trade,p5.2.1.2,10.202
2018,Motor vehicles,p5.2.1.3,3.786
2018,Food and beverage,p5.2.2,9.745
2018,Accommodation,p5.2.3,6.147
2018,"Finance and insurance, real estate and business services",p5.3,6.383
2018,Finance,p5.3.1,3.927
2018,Monetary intermediation,p5.3.1.1,4.237
2018,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,2.289
2018,Insurance,p5.3.2,9.947
2018,Insurance and pension funding,p5.3.2.1,10.156
2018,Activities auxiliary to insurance,p5.3.2.2,2.946
2018,Real estate,p5.3.3,5.095
2018,Business services,p5.3.4,9.122
2018,"Professional, scientific and technical ",p5.3.4.1,9.728
2018,Administrative and support services,p5.3.4.2,7.822
2018,Other services,p5.4,5.534
2018,Private health services,p5.4.1,6.012
2018,Private education services,p5.4.2,6.238
2018,Owner-occupied dwellings,p5.4.3,4.636
2018,Non-profit institutions serving households,p5.4.4,3.812
2018,Domestic services of households,p5.4.5,2.335
2018,Other services not elsewhere classified,p5.4.6,6.876
2018,Government services,p5.5,4.738
2018,General public services,p5.5.01,-7.285
2018,Defence,p5.5.02,-12.355
2018,Public order and safety,p5.5.03,0.997
2018,Economic affairs,p5.5.04,53.923
2018,Environmental protection,p5.5.05,-18.481
2018,Housing and community amenities,p5.5.06,29.64
2018,Health,p5.5.07,4.812
2018,"Recreation, culture and religion",p5.5.08,-17.103
2018,Education,p5.5.09,1.533
2018,Social protection,p5.5.10,57.218
2018,Import duties,p6,-8.464
2019,Agriculture,p1,1.943
2019,Crops,p1.1,2.685
2019,Rubber,p1.1.1,6.115
2019,Oil palm,p1.1.2,1.527
2019,Paddy,p1.1.3,0.042
2019,Vegetables,p1.1.4,4.955
2019,Fruits,p1.1.5,3.187
2019,Food crops,p1.1.6,4.676
2019,Others ,p1.1.7,3.152
2019,Livestock,p1.2,6
2019,Poultry,p1.2.1,6.898
2019,Cattle,p1.2.2 ,6.172
2019,Other livestocks,p1.2.3,4.367
2019,Forestry and logging,p1.3,-8.646
2019,Fishing,p1.4,-0.843
2019,Marine fishing,p1.4.1,-0.334
2019,Aquaculture,p1.4.2,-1.834
2019,Mining and quarrying,p2,-0.647
2019,Crude oil and condensate,p2.1,-6.538
2019,Natural gas ,p2.2,2.678
2019,Other mining & quarrying and supporting services,p2.3,11.106
2019,Manufacturing,p3,3.753
2019,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,3.505
2019,Vegetable and animal oils & fats,p3.1.1,-1.059
2019,Food processing,p3.1.2,6.942
2019,Beverages,p3.1.3,2.903
2019,Tobacco products,p3.1.4,5.779
2019,"Tekstil, pakaian dan produk kulit",p3.2,5.501
2019,Textile and wearing apparel,p3.2.1,5.562
2019,Leather and related products,p3.2.2,5.08
2019,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,4.656
2019,Wood products ,p3.3.1,5.025
2019,Paper and paper products,p3.3.2,4.449
2019,Printing and reproduction of recorded media ,p3.3.3,4.211
2019,"Produk petroleum, kimia, getah dan plastik",p3.4,2.9
2019,Refined petroleum products,p3.4.1,2.803
2019,Chemicals & chemical products and pharmaceutical products ,p3.4.2,2.105
2019,Rubber products,p3.4.3,7.009
2019,Plastics products,p3.4.4,2.85
2019,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,4.119
2019,Non-metallic mineral products,p3.5.1,4.635
2019,Basic metals,p3.5.2,3.938
2019,Fabricated metal products,p3.5.3,3.83
2019,"Produk elektrik, elektronik dan optikal",p3.6,3.262
2019,Machinery and equipment,p3.6.1,3.973
2019,Computers and peripheral equipment,p3.6.2,4.747
2019,Electrical equipment,p3.6.3,2.911
2019,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,3.303
2019,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,0.411
2019,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,6.403
2019,Motor vehicles and transport equipment,p3.7.1,6.464
2019,Furniture,p3.7.2,7.961
2019,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,4.429
2019,Construction,p4,0.391
2019,Buildings,p4.1,-5.199
2019,Residential buildings,p4.1.1,-2.909
2019,Non-residential buildings,p4.1.2,-7.558
2019,Civil engineering,p4.2,6.29
2019,Specialised construction activities,p4.3,3.493
2019,Services,p5,6.156
2019,"Utilities, transportation & storage and information & communication",p5.1,6.503
2019,Electricity and gas,p5.1.1,5.751
2019,"Water, sewerage and waste management",p5.1.2,7.719
2019,Transportation and storage,p5.1.3,6.82
2019,Land transport,p5.1.3.1,7.549
2019,Water transport,p5.1.3.2,2.491
2019,Air transport,p5.1.3.3,2.866
2019,Port and airport operation,p5.1.3.4,8.73
2019,Highway operation,p5.1.3.5,8.537
2019,Support activities for transportation,p5.1.3.6,8.09
2019,Postal and courier ,p5.1.3.7,9.578
2019,Information and communication,p5.1.4,6.466
2019,Publishing and broadcasting activities ,p5.1.4.1,3.931
2019,Telecommunications,p5.1.4.2,7.045
2019,Computer and information service activities,p5.1.4.3,5.851
2019,"Wholesale and retail trade, food & beverage and accommodation",p5.2,7.283
2019,Wholesale and retail trade ,p5.2.1,6.84
2019,Wholesale trade,p5.2.1.1,5.654
2019,Retail trade,p5.2.1.2,8.647
2019,Motor vehicles,p5.2.1.3,4.207
2019,Food and beverage,p5.2.2,10.225
2019,Accommodation,p5.2.3,6.624
2019,"Finance and insurance, real estate and business services",p5.3,6.077
2019,Finance,p5.3.1,4.366
2019,Monetary intermediation,p5.3.1.1,4.261
2019,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,4.938
2019,Insurance,p5.3.2,6.043
2019,Insurance and pension funding,p5.3.2.1,6.317
2019,Activities auxiliary to insurance,p5.3.2.2,-3.339
2019,Real estate,p5.3.3,5.162
2019,Business services,p5.3.4,9.146
2019,"Professional, scientific and technical ",p5.3.4.1,9.765
2019,Administrative and support services,p5.3.4.2,7.785
2019,Other services,p5.4,5.617
2019,Private health services,p5.4.1,5.955
2019,Private education services,p5.4.2,5.782
2019,Owner-occupied dwellings,p5.4.3,4.59
2019,Non-profit institutions serving households,p5.4.4,5.367
2019,Domestic services of households,p5.4.5,3.341
2019,Other services not elsewhere classified,p5.4.6,7.562
2019,Government services,p5.5,3.406
2019,General public services,p5.5.01,-3.28
2019,Defence,p5.5.02,-1.378
2019,Public order and safety,p5.5.03,-7.003
2019,Economic affairs,p5.5.04,11.777
2019,Environmental protection,p5.5.05,3.416
2019,Housing and community amenities,p5.5.06,22.49
2019,Health,p5.5.07,6.473
2019,"Recreation, culture and religion",p5.5.08,28.171
2019,Education,p5.5.09,4.106
2019,Social protection,p5.5.10,-18.363
2019,Import duties,p6,-2.218
2020,Agriculture,p1,-2.426
2020,Crops,p1.1,-1.374
2020,Rubber,p1.1.1,-18.588
2020,Oil palm,p1.1.2,-3.583
2020,Paddy,p1.1.3,1.058
2020,Vegetables,p1.1.4,6.84
2020,Fruits,p1.1.5,3.55
2020,Food crops,p1.1.6,-0.105
2020,Others ,p1.1.7,2.886
2020,Livestock,p1.2,3.513
2020,Poultry,p1.2.1,4.489
2020,Cattle,p1.2.2 ,8.901
2020,Other livestocks,p1.2.3,0.57
2020,Forestry and logging,p1.3,-19.461
2020,Fishing,p1.4,-6.897
2020,Marine fishing,p1.4.1,-9.449
2020,Aquaculture,p1.4.2,-1.868
2020,Mining and quarrying,p2,-9.727
2020,Crude oil and condensate,p2.1,-9.491
2020,Natural gas ,p2.2,-9.373
2020,Other mining & quarrying and supporting services,p2.3,-12.572
2020,Manufacturing,p3,-2.743
2020,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,-2.622
2020,Vegetable and animal oils & fats,p3.1.1,-3.088
2020,Food processing,p3.1.2,4.864
2020,Beverages,p3.1.3,-14.313
2020,Tobacco products,p3.1.4,-18.364
2020,"Tekstil, pakaian dan produk kulit",p3.2,-12.924
2020,Textile and wearing apparel,p3.2.1,-12.02
2020,Leather and related products,p3.2.2,-19.211
2020,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,-7.591
2020,Wood products ,p3.3.1,-12.001
2020,Paper and paper products,p3.3.2,-2.676
2020,Printing and reproduction of recorded media ,p3.3.3,-4.974
2020,"Produk petroleum, kimia, getah dan plastik",p3.4,-0.987
2020,Refined petroleum products,p3.4.1,-9.583
2020,Chemicals & chemical products and pharmaceutical products ,p3.4.2,-4.638
2020,Rubber products,p3.4.3,52.11
2020,Plastics products,p3.4.4,2.644
2020,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,-13.042
2020,Non-metallic mineral products,p3.5.1,-15.027
2020,Basic metals,p3.5.2,-5.213
2020,Fabricated metal products,p3.5.3,-15.536
2020,"Produk elektrik, elektronik dan optikal",p3.6,2.501
2020,Machinery and equipment,p3.6.1,1.36
2020,Computers and peripheral equipment,p3.6.2,-1.365
2020,Electrical equipment,p3.6.3,0.381
2020,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,3.597
2020,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,-1.339
2020,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,-5.515
2020,Motor vehicles and transport equipment,p3.7.1,-4.723
2020,Furniture,p3.7.2,-6.907
2020,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,-8.397
2020,Construction,p4,-19.317
2020,Buildings,p4.1,-16.168
2020,Residential buildings,p4.1.1,-16.499
2020,Non-residential buildings,p4.1.2,-15.809
2020,Civil engineering,p4.2,-28.147
2020,Specialised construction activities,p4.3,-8.884
2020,Services,p5,-5.226
2020,"Utilities, transportation & storage and information & communication",p5.1,-3.946
2020,Electricity and gas,p5.1.1,-3.223
2020,"Water, sewerage and waste management",p5.1.2,7.89
2020,Transportation and storage,p5.1.3,-21.543
2020,Land transport,p5.1.3.1,-26.985
2020,Water transport,p5.1.3.2,-9.343
2020,Air transport,p5.1.3.3,-66.922
2020,Port and airport operation,p5.1.3.4,-10.873
2020,Highway operation,p5.1.3.5,-14.18
2020,Support activities for transportation,p5.1.3.6,-16.265
2020,Postal and courier ,p5.1.3.7,16.363
2020,Information and communication,p5.1.4,5.91
2020,Publishing and broadcasting activities ,p5.1.4.1,-10.74
2020,Telecommunications,p5.1.4.2,9.252
2020,Computer and information service activities,p5.1.4.3,2.958
2020,"Wholesale and retail trade, food & beverage and accommodation",p5.2,-9.376
2020,Wholesale and retail trade ,p5.2.1,-5.827
2020,Wholesale trade,p5.2.1.1,-5.055
2020,Retail trade,p5.2.1.2,-5.666
2020,Motor vehicles,p5.2.1.3,-9.908
2020,Food and beverage,p5.2.2,-20.755
2020,Accommodation,p5.2.3,-50.624
2020,"Finance and insurance, real estate and business services",p5.3,-4.474
2020,Finance,p5.3.1,2.254
2020,Monetary intermediation,p5.3.1.1,0.287
2020,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,12.83
2020,Insurance,p5.3.2,4.923
2020,Insurance and pension funding,p5.3.2.1,5.261
2020,Activities auxiliary to insurance,p5.3.2.2,-8.059
2020,Real estate,p5.3.3,-17.109
2020,Business services,p5.3.4,-13.376
2020,"Professional, scientific and technical ",p5.3.4.1,-8.16
2020,Administrative and support services,p5.3.4.2,-25.041
2020,Other services,p5.4,-10.074
2020,Private health services,p5.4.1,-6.117
2020,Private education services,p5.4.2,-6.838
2020,Owner-occupied dwellings,p5.4.3,3.465
2020,Non-profit institutions serving households,p5.4.4,23.324
2020,Domestic services of households,p5.4.5,-10.016
2020,Other services not elsewhere classified,p5.4.6,-42.571
2020,Government services,p5.5,4.962
2020,General public services,p5.5.01,-14.704
2020,Defence,p5.5.02,4.448
2020,Public order and safety,p5.5.03,5.12
2020,Economic affairs,p5.5.04,9.766
2020,Environmental protection,p5.5.05,26.426
2020,Housing and community amenities,p5.5.06,32.012
2020,Health,p5.5.07,11.343
2020,"Recreation, culture and religion",p5.5.08,2.873
2020,Education,p5.5.09,3.183
2020,Social protection,p5.5.10,58.625
2020,Import duties,p6,-5.149
2021,Agriculture,p1,-0.268
2021,Crops,p1.1,-1.236
2021,Rubber,p1.1.1,-8.756
2021,Oil palm,p1.1.2,-5.642
2021,Paddy,p1.1.3,1.884
2021,Vegetables,p1.1.4,7.966
2021,Fruits,p1.1.5,8.237
2021,Food crops,p1.1.6,0.344
2021,Others ,p1.1.7,2.31
2021,Livestock,p1.2,3.081
2021,Poultry,p1.2.1,3.201
2021,Cattle,p1.2.2 ,4.921
2021,Other livestocks,p1.2.3,2.422
2021,Forestry and logging,p1.3,1.965
2021,Fishing,p1.4,-0.319
2021,Marine fishing,p1.4.1,-0.37
2021,Aquaculture,p1.4.2,-0.2
2021,Mining and quarrying,p2,0.902
2021,Crude oil and condensate,p2.1,-5.256
2021,Natural gas ,p2.2,7.125
2021,Other mining & quarrying and supporting services,p2.3,-4.816
2021,Manufacturing,p3,9.466
2021,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,1.767
2021,Vegetable and animal oils & fats,p3.1.1,-9.028
2021,Food processing,p3.1.2,9.873
2021,Beverages,p3.1.3,9.92
2021,Tobacco products,p3.1.4,-12.63
2021,"Tekstil, pakaian dan produk kulit",p3.2,7.219
2021,Textile and wearing apparel,p3.2.1,6.717
2021,Leather and related products,p3.2.2,11.024
2021,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,9.412
2021,Wood products ,p3.3.1,9.087
2021,Paper and paper products,p3.3.2,15.197
2021,Printing and reproduction of recorded media ,p3.3.3,3.347
2021,"Produk petroleum, kimia, getah dan plastik",p3.4,12.991
2021,Refined petroleum products,p3.4.1,12.747
2021,Chemicals & chemical products and pharmaceutical products ,p3.4.2,10.251
2021,Rubber products,p3.4.3,21.911
2021,Plastics products,p3.4.4,11.957
2021,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,3.976
2021,Non-metallic mineral products,p3.5.1,1.192
2021,Basic metals,p3.5.2,2.756
2021,Fabricated metal products,p3.5.3,6.745
2021,"Produk elektrik, elektronik dan optikal",p3.6,14.648
2021,Machinery and equipment,p3.6.1,10.566
2021,Computers and peripheral equipment,p3.6.2,13.66
2021,Electrical equipment,p3.6.3,13.772
2021,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,15.97
2021,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,8.687
2021,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,0.626
2021,Motor vehicles and transport equipment,p3.7.1,1.323
2021,Furniture,p3.7.2,-3.595
2021,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,1.273
2021,Construction,p4,-5.179
2021,Buildings,p4.1,-7.293
2021,Residential buildings,p4.1.1,-12.419
2021,Non-residential buildings,p4.1.2,-1.792
2021,Civil engineering,p4.2,-18.199
2021,Specialised construction activities,p4.3,20.663
2021,Services,p5,2.24
2021,"Utilities, transportation & storage and information & communication",p5.1,4.132
2021,Electricity and gas,p5.1.1,1.993
2021,"Water, sewerage and waste management",p5.1.2,5.755
2021,Transportation and storage,p5.1.3,1.248
2021,Land transport,p5.1.3.1,3.469
2021,Water transport,p5.1.3.2,3.513
2021,Air transport,p5.1.3.3,-37.956
2021,Port and airport operation,p5.1.3.4,2.217
2021,Highway operation,p5.1.3.5,-1.933
2021,Support activities for transportation,p5.1.3.6,5.789
2021,Postal and courier ,p5.1.3.7,12.424
2021,Information and communication,p5.1.4,6.05
2021,Publishing and broadcasting activities ,p5.1.4.1,-1.135
2021,Telecommunications,p5.1.4.2,8.128
2021,Computer and information service activities,p5.1.4.3,2.082
2021,"Wholesale and retail trade, food & beverage and accommodation",p5.2,0.456
2021,Wholesale and retail trade ,p5.2.1,2.242
2021,Wholesale trade,p5.2.1.1,3.741
2021,Retail trade,p5.2.1.2,3.253
2021,Motor vehicles,p5.2.1.3,-9.33
2021,Food and beverage,p5.2.2,-8.641
2021,Accommodation,p5.2.3,-24.26
2021,"Finance and insurance, real estate and business services",p5.3,2.793
2021,Finance,p5.3.1,9.009
2021,Monetary intermediation,p5.3.1.1,10.297
2021,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,2.851
2021,Insurance,p5.3.2,13.034
2021,Insurance and pension funding,p5.3.2.1,13.204
2021,Activities auxiliary to insurance,p5.3.2.2,5.546
2021,Real estate,p5.3.3,-12.946
2021,Business services,p5.3.4,-7.427
2021,"Professional, scientific and technical ",p5.3.4.1,-5.11
2021,Administrative and support services,p5.3.4.2,-13.788
2021,Other services,p5.4,-2.956
2021,Private health services,p5.4.1,8.377
2021,Private education services,p5.4.2,-3.657
2021,Owner-occupied dwellings,p5.4.3,1.527
2021,Non-profit institutions serving households,p5.4.4,8.261
2021,Domestic services of households,p5.4.5,-12.971
2021,Other services not elsewhere classified,p5.4.6,-29.143
2021,Government services,p5.5,5.439
2021,General public services,p5.5.01,26.78
2021,Defence,p5.5.02,1.129
2021,Public order and safety,p5.5.03,5.243
2021,Economic affairs,p5.5.04,0.153
2021,Environmental protection,p5.5.05,11.164
2021,Housing and community amenities,p5.5.06,-5.209
2021,Health,p5.5.07,9.51
2021,"Recreation, culture and religion",p5.5.08,15.337
2021,Education,p5.5.09,2.942
2021,Social protection,p5.5.10,-21.381
2021,Import duties,p6,1.929
2022,Agriculture,p1,1.254
2022,Crops,p1.1,1.247
2022,Rubber,p1.1.1,-19.731
2022,Oil palm,p1.1.2,3.826
2022,Paddy,p1.1.3,-8.59
2022,Vegetables,p1.1.4,0.213
2022,Fruits,p1.1.5,0.637
2022,Food crops,p1.1.6,0.224
2022,Others ,p1.1.7,5
2022,Livestock,p1.2,0.509
2022,Poultry,p1.2.1,1.241
2022,Cattle,p1.2.2 ,-0.954
2022,Other livestocks,p1.2.3,-0.534
2022,Forestry and logging,p1.3,0.572
2022,Fishing,p1.4,2.711
2022,Marine fishing,p1.4.1,-0.151
2022,Aquaculture,p1.4.2,7.932
2022,Mining and quarrying,p2,3.504
2022,Crude oil and condensate,p2.1,-0.349
2022,Natural gas ,p2.2,5.252
2022,Other mining & quarrying and supporting services,p2.3,10.157
2022,Manufacturing,p3,8.137
2022,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,6.735
2022,Vegetable and animal oils & fats,p3.1.1,-2.04
2022,Food processing,p3.1.2,7.92
2022,Beverages,p3.1.3,13.045
2022,Tobacco products,p3.1.4,23.625
2022,"Tekstil, pakaian dan produk kulit",p3.2,5.722
2022,Textile and wearing apparel,p3.2.1,3.157
2022,Leather and related products,p3.2.2,24.397
2022,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,6.94
2022,Wood products ,p3.3.1,6.908
2022,Paper and paper products,p3.3.2,7.522
2022,Printing and reproduction of recorded media ,p3.3.3,6.258
2022,"Produk petroleum, kimia, getah dan plastik",p3.4,1.086
2022,Refined petroleum products,p3.4.1,5.404
2022,Chemicals & chemical products and pharmaceutical products ,p3.4.2,3.093
2022,Rubber products,p3.4.3,-16.757
2022,Plastics products,p3.4.4,2.751
2022,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,7.589
2022,Non-metallic mineral products,p3.5.1,9.126
2022,Basic metals,p3.5.2,6.645
2022,Fabricated metal products,p3.5.3,7.02
2022,"Produk elektrik, elektronik dan optikal",p3.6,14.195
2022,Machinery and equipment,p3.6.1,6.341
2022,Computers and peripheral equipment,p3.6.2,5.041
2022,Electrical equipment,p3.6.3,10.255
2022,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,16.748
2022,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,11.859
2022,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,13.713
2022,Motor vehicles and transport equipment,p3.7.1,15.235
2022,Furniture,p3.7.2,9.647
2022,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,9.211
2022,Construction,p4,5.089
2022,Buildings,p4.1,8.128
2022,Residential buildings,p4.1.1,-1.149
2022,Non-residential buildings,p4.1.2,17.006
2022,Civil engineering,p4.2,-0.946
2022,Specialised construction activities,p4.3,6.471
2022,Services,p5,11.018
2022,"Utilities, transportation & storage and information & communication",p5.1,10.535
2022,Electricity and gas,p5.1.1,3.662
2022,"Water, sewerage and waste management",p5.1.2,2.619
2022,Transportation and storage,p5.1.3,29.446
2022,Land transport,p5.1.3.1,37.656
2022,Water transport,p5.1.3.2,12.192
2022,Air transport,p5.1.3.3,120.519
2022,Port and airport operation,p5.1.3.4,24.575
2022,Highway operation,p5.1.3.5,33.641
2022,Support activities for transportation,p5.1.3.6,26.891
2022,Postal and courier ,p5.1.3.7,6.998
2022,Information and communication,p5.1.4,4.95
2022,Publishing and broadcasting activities ,p5.1.4.1,10.196
2022,Telecommunications,p5.1.4.2,4.051
2022,Computer and information service activities,p5.1.4.3,6.114
2022,"Wholesale and retail trade, food & beverage and accommodation",p5.2,16.309
2022,Wholesale and retail trade ,p5.2.1,13.748
2022,Wholesale trade,p5.2.1.1,3.848
2022,Retail trade,p5.2.1.2,18.606
2022,Motor vehicles,p5.2.1.3,39.861
2022,Food and beverage,p5.2.2,22.223
2022,Accommodation,p5.2.3,132.302
2022,"Finance and insurance, real estate and business services",p5.3,8.164
2022,Finance,p5.3.1,2.595
2022,Monetary intermediation,p5.3.1.1,4.025
2022,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,-4.736
2022,Insurance,p5.3.2,-4.038
2022,Insurance and pension funding,p5.3.2.1,-4.357
2022,Activities auxiliary to insurance,p5.3.2.2,11.017
2022,Real estate,p5.3.3,29.853
2022,Business services,p5.3.4,19.816
2022,"Professional, scientific and technical ",p5.3.4.1,17.431
2022,Administrative and support services,p5.3.4.2,27.011
2022,Other services,p5.4,10.758
2022,Private health services,p5.4.1,9.496
2022,Private education services,p5.4.2,7.893
2022,Owner-occupied dwellings,p5.4.3,1.649
2022,Non-profit institutions serving households,p5.4.4,14.257
2022,Domestic services of households,p5.4.5,0.705
2022,Other services not elsewhere classified,p5.4.6,65.262
2022,Government services,p5.5,4.528
2022,General public services,p5.5.01,39.435
2022,Defence,p5.5.02,0.947
2022,Public order and safety,p5.5.03,-0.689
2022,Economic affairs,p5.5.04,7.787
2022,Environmental protection,p5.5.05,-6.838
2022,Housing and community amenities,p5.5.06,-4.819
2022,Health,p5.5.07,-6.087
2022,"Recreation, culture and religion",p5.5.08,6.61
2022,Education,p5.5.09,-0.084
2022,Social protection,p5.5.10,-5.327
2022,Import duties,p6,7.301
2023,Agriculture,p1,0.729
2023,Crops,p1.1,1.539
2023,Rubber,p1.1.1,-6.592
2023,Oil palm,p1.1.2,0.23
2023,Paddy,p1.1.3,-1.349
2023,Vegetables,p1.1.4,5.278
2023,Fruits,p1.1.5,4.302
2023,Food crops,p1.1.6,1.888
2023,Others ,p1.1.7,2.995
2023,Livestock,p1.2,0.736
2023,Poultry,p1.2.1,0.455
2023,Cattle,p1.2.2 ,7.384
2023,Other livestocks,p1.2.3,-0.307
2023,Forestry and logging,p1.3,-8.955
2023,Fishing,p1.4,0.459
2023,Marine fishing,p1.4.1,0.703
2023,Aquaculture,p1.4.2,0.07
2023,Mining and quarrying,p2,0.528
2023,Crude oil and condensate,p2.1,-0.353
2023,Natural gas ,p2.2,0.609
2023,Other mining & quarrying and supporting services,p2.3,3.635
2023,Manufacturing,p3,0.706
2023,"Minyak dan lemak daripada sayuran & haiwan, prosesan makanan, minuman dan produk tembakau",p3.1,5.327
2023,Vegetable and animal oils & fats,p3.1.1,4.218
2023,Food processing,p3.1.2,5.542
2023,Beverages,p3.1.3,1.458
2023,Tobacco products,p3.1.4,13.991
2023,"Tekstil, pakaian dan produk kulit",p3.2,1.183
2023,Textile and wearing apparel,p3.2.1,0.132
2023,Leather and related products,p3.2.2,7.526
2023,"Produk kayu, perabot, keluaran kertas dan percetakan ",p3.3,0.816
2023,Wood products ,p3.3.1,-4.13
2023,Paper and paper products,p3.3.2,3.835
2023,Printing and reproduction of recorded media ,p3.3.3,5.866
2023,"Produk petroleum, kimia, getah dan plastik",p3.4,-0.802
2023,Refined petroleum products,p3.4.1,-2.261
2023,Chemicals & chemical products and pharmaceutical products ,p3.4.2,3.623
2023,Rubber products,p3.4.3,-7.132
2023,Plastics products,p3.4.4,-2.718
2023,"Produk mineral bukan logam, logam asas dan produk logam yang direka",p3.5,5.168
2023,Non-metallic mineral products,p3.5.1,4.258
